time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.5_df055,delta_volume_21_df024,skew_weighted_10_df037
2011-02-14 00:00:00+00,SHORT,502,0.060108878668775914,-0.047309134,649870.0,0.82336205
2011-02-14 00:00:00+00,SHORT,2716,0.8888888888888888,-0.047374886,746761.0,0.70742494
2011-02-14 00:00:00+00,SHORT,1471,0.1852825457142049,-0.03656141,46752.0,0.71548
2011-02-15 00:00:00+00,SHORT,844,0.10683858880066492,-0.06255089,520000.0,0.7651076
2011-02-16 00:00:00+00,SHORT,3862,0.9285714285714286,-0.045019217,460200.0,0.72648346
2011-02-17 00:00:00+00,SHORT,2345,0.5066954168837712,-0.052367937,504019.0,0.75288606
2011-02-17 00:00:00+00,SHORT,2018,0.0,-0.037096288,749935.0,0.83630544
2011-02-18 00:00:00+00,SHORT,200,0.27302569364733825,-0.03303878,311554.0,0.78607553
2011-02-18 00:00:00+00,SHORT,2479,0.3252803337796074,-0.012662185,678534.0,0.7924474
2011-02-18 00:00:00+00,SHORT,444,0.13686409354693965,-0.010309426,1021500.0,0.8068716
2011-02-18 00:00:00+00,SHORT,535,0.0,-0.008200563,285683.0,0.7365023
2011-02-18 00:00:00+00,SHORT,675,0.0,-0.039876483,1420165.0,0.7352141
2011-02-18 00:00:00+00,SHORT,906,0.26261644674386697,0.006441373,-21200.0,0.77334034
2011-02-18 00:00:00+00,SHORT,3471,1.0,-0.0017648159,309792.0,0.7705189
2011-02-18 00:00:00+00,SHORT,3501,0.3755826574819323,-0.009572098,187699.0,0.69848806
2011-02-18 00:00:00+00,SHORT,3802,1.0,-0.009795169,-26907.0,0.8600033
2011-02-18 00:00:00+00,SHORT,2018,0.0,-0.036696542,-142066.0,0.79821223
2011-02-22 00:00:00+00,SHORT,1064,0.0,-0.053453114,155442.0,0.86411375
2011-02-28 00:00:00+00,SHORT,1324,0.204492163253986,0.009428517,202757.0,0.7887032
2011-03-03 00:00:00+00,SHORT,4215,1.0,-0.021748893,-6124.0,0.696915
2011-03-04 00:00:00+00,SHORT,4215,0.9473684210526316,-0.019515483,5729.0,0.70753974
2011-03-04 00:00:00+00,SHORT,622,0.10341458906190333,-0.0011617488,800974.0,0.70536906
2011-03-04 00:00:00+00,SHORT,1473,1.0,-0.011108589,-26188.0,0.7093972
2011-03-07 00:00:00+00,SHORT,1198,0.7061423439060427,-0.018310882,366825.0,0.74304646
2011-03-07 00:00:00+00,SHORT,1483,0.31815676796598635,-0.048906654,-3559.0,0.7973828
2011-03-07 00:00:00+00,SHORT,1949,0.0,-0.062220387,1244697.0,0.70112497
2011-03-08 00:00:00+00,SHORT,3596,0.9387217089928388,-0.01570183,1998734.0,0.70704395
2011-03-09 00:00:00+00,SHORT,3309,0.24818613561677547,-0.023351494,1191656.0,0.7580832
2011-03-09 00:00:00+00,SHORT,1483,0.0,-0.0762135,60657.0,0.79605883
2011-03-09 00:00:00+00,SHORT,3822,0.0,-0.04855414,445650.0,0.844635
2011-03-09 00:00:00+00,SHORT,3994,0.0,-0.026555082,51364.0,0.79420066
2011-03-09 00:00:00+00,SHORT,4088,0.6162276445358522,0.00120197,1499900.0,0.71842456
2011-03-10 00:00:00+00,SHORT,3994,0.0,-0.031249255,125758.0,0.74057716
2011-03-11 00:00:00+00,SHORT,3994,0.0,-0.031081686,51736.0,0.73584217
2011-03-14 00:00:00+00,SHORT,3994,0.0,-0.0320043,55720.0,0.7249419
2011-03-30 00:00:00+00,SHORT,4224,0.0,-0.03667308,-224584.0,0.699497
2011-03-30 00:00:00+00,SHORT,580,0.0,-0.0450494,1152018.0,0.71629184
2011-03-30 00:00:00+00,SHORT,1371,0.0,0.0011637638,7609.0,0.77479637
2011-03-30 00:00:00+00,SHORT,1767,0.6697159554343116,0.00458176,-32032.0,0.84898096
2011-03-31 00:00:00+00,SHORT,4224,0.7894736842105263,-0.03724705,-107789.0,0.70428234
2011-03-31 00:00:00+00,SHORT,243,0.45528547206092435,-0.024777183,1040937.0,0.82950336
2011-04-01 00:00:00+00,SHORT,562,0.45005220235498167,-0.018767143,-218252.0,0.6962052
2011-04-01 00:00:00+00,SHORT,845,0.0,-0.014040522,694798.0,0.8653072
2011-04-01 00:00:00+00,SHORT,1069,1.0,-0.00857142,1644600.0,0.7390783
2011-04-01 00:00:00+00,SHORT,3486,0.0,-0.027837247,1531450.0,0.712275
2011-04-01 00:00:00+00,SHORT,2004,0.0,-0.0163561,636059.0,0.7824226
2011-04-04 00:00:00+00,SHORT,212,0.0,-0.037882153,868622.0,0.7868767
2011-04-04 00:00:00+00,SHORT,858,0.0,-0.018175015,84580.0,0.8579743
2011-04-04 00:00:00+00,SHORT,3686,0.0,-0.016008154,-82318.0,0.70305854
2011-04-04 00:00:00+00,SHORT,3885,0.0,0.003459551,33833.0,0.69389516
2011-04-04 00:00:00+00,SHORT,1939,0.9230769230769231,-0.03113741,307475.0,0.81724197
2011-04-05 00:00:00+00,SHORT,2105,0.5036509541580022,-0.01941748,2571.0,0.7699437
2011-04-05 00:00:00+00,SHORT,2116,0.0,-0.027956033,-30737.0,0.7048263
2011-04-05 00:00:00+00,SHORT,1220,0.41624260812026953,-0.02968045,340650.0,0.8262229
2011-04-05 00:00:00+00,SHORT,3686,0.31825676200913194,-0.022858333,-105046.0,0.6918488
2011-04-05 00:00:00+00,SHORT,1740,0.37034464907480696,-0.047600925,525800.0,0.6922472
2011-04-05 00:00:00+00,SHORT,2004,0.0,-0.04015664,174414.0,0.7883896
2011-04-06 00:00:00+00,SHORT,2055,0.4460628730219654,-0.02686446,208757.0,0.7980249
2011-04-06 00:00:00+00,SHORT,304,0.16405657732524717,-0.0057440097,76900.0,0.73007745
2011-04-06 00:00:00+00,SHORT,444,0.8318689067552609,-0.04694309,1106000.0,0.81679446
2011-04-06 00:00:00+00,SHORT,934,0.6574951476307871,-0.04500966,753600.0,0.71432036
2011-04-06 00:00:00+00,SHORT,3065,0.7708306392225547,-0.036987204,621200.0,0.8067764
2011-04-06 00:00:00+00,SHORT,3199,0.0,-0.07315614,44900.0,0.72159505
2011-04-06 00:00:00+00,SHORT,1220,0.34924103504722515,-0.04072621,88940.0,0.72668356
2011-04-06 00:00:00+00,SHORT,3581,0.18505682588153946,-0.03516459,105364.0,0.7075906
2011-04-07 00:00:00+00,SHORT,3049,0.23605677576127526,-0.026182959,133599.0,0.8132494
2011-04-07 00:00:00+00,SHORT,3065,0.6742049202260888,-0.046971787,274400.0,0.74125105
2011-04-08 00:00:00+00,SHORT,4150,0.37433499985337443,-0.03129508,1185026.0,0.7335319
2011-04-08 00:00:00+00,SHORT,401,0.4759733558786584,-0.049670372,21500.0,0.6912122
2011-04-08 00:00:00+00,SHORT,1064,0.873902082979209,-0.076676644,266894.0,0.73458755
2011-04-08 00:00:00+00,SHORT,1303,0.0,-0.030205678,498444.0,0.7838442
2011-04-08 00:00:00+00,SHORT,1463,0.6696587083521344,-0.025022862,1617248.0,0.79618144
2011-04-20 00:00:00+00,SHORT,3471,0.7104560321660225,-0.060775362,743442.0,0.7049378
2011-04-26 00:00:00+00,SHORT,3621,0.4267350338676015,-0.0073813577,497152.0,0.7327558
2011-04-28 00:00:00+00,SHORT,2898,0.41025116558175967,-0.004600845,156552.0,0.8657855
2011-04-29 00:00:00+00,SHORT,2345,0.39791159163596534,-0.01376072,497988.0,0.7465943
2011-04-29 00:00:00+00,SHORT,523,0.6216508920059151,-0.029691266,-39200.0,0.76248205
2011-04-29 00:00:00+00,SHORT,1333,0.4129800096865937,-0.01831746,130332.0,0.71072954
2011-04-29 00:00:00+00,SHORT,1473,1.0,-0.017791197,12814.0,0.7104252
2011-05-02 00:00:00+00,SHORT,2518,0.5514856009934297,-0.035719786,549361.0,0.7185337
2011-05-03 00:00:00+00,SHORT,270,0.29046238680149444,-0.026120625,-94525.0,0.80977154
2011-05-03 00:00:00+00,SHORT,2554,0.0,-0.044826258,1808083.0,0.7035854
2011-05-03 00:00:00+00,SHORT,903,0.6404527742275535,-0.017906375,727000.0,0.8580426
2011-05-03 00:00:00+00,SHORT,3049,0.5668614175699035,-0.03401143,24000.0,0.75242937
2011-05-03 00:00:00+00,SHORT,3124,0.43482961314793134,-0.037937824,59427.0,0.7096282
2011-05-03 00:00:00+00,SHORT,1333,0.4044147221192303,-0.028088551,700702.0,0.7024729
2011-05-03 00:00:00+00,SHORT,4005,0.8458879946590827,-0.041567862,750193.0,0.7002961
2011-05-03 00:00:00+00,SHORT,4062,0.7332330298431854,-0.0331762,-69082.0,0.7296698
2011-05-04 00:00:00+00,SHORT,3198,0.37288800139879413,-0.046502706,144941.0,0.8402415
2011-05-06 00:00:00+00,SHORT,2541,0.2780288729125081,-0.010868944,356553.0,0.77104795
2011-05-10 00:00:00+00,SHORT,388,0.4636847422380358,0.0010655078,1364000.0,0.74265033
2011-05-10 00:00:00+00,SHORT,2452,1.0,-0.0061502918,482426.0,0.8440088
2011-05-10 00:00:00+00,SHORT,2541,0.2430599567154834,-0.013118399,-51729.0,0.770394
2011-05-10 00:00:00+00,SHORT,2568,0.5828971406466288,-0.010179639,426425.0,0.73005664
2011-05-10 00:00:00+00,SHORT,3885,0.2433976032170799,-0.06633144,273103.0,0.7228583
2011-05-13 00:00:00+00,SHORT,2452,0.6843665086823282,-0.056811977,-195216.0,0.701926
2011-05-13 00:00:00+00,SHORT,643,0.6076832815931718,-0.05449455,-108829.0,0.7413451
2011-05-27 00:00:00+00,SHORT,712,0.0,-0.069842674,-63442.0,0.75555223
2011-05-31 00:00:00+00,SHORT,4215,0.46661077626233904,-0.031176992,-38741.0,0.7575876
2011-05-31 00:00:00+00,SHORT,2367,1.0,-0.037673317,1757950.0,0.7850705
2011-06-01 00:00:00+00,SHORT,1919,0.31291995185275606,-1.9244937E-4,7507.0,0.6952948
2011-06-07 00:00:00+00,SHORT,2105,0.09561506879897438,-0.049497098,-31924.0,0.7099286
2011-06-07 00:00:00+00,SHORT,4163,0.695332779894255,-0.021031197,-120672.0,0.8434558
2011-06-30 00:00:00+00,SHORT,3352,0.04999999999999993,-0.04573669,-199482.0,0.7009868
2011-07-01 00:00:00+00,SHORT,2425,1.0,-0.0042528477,240894.0,0.75948155
2011-07-01 00:00:00+00,SHORT,505,0.8461538461538461,-0.04866433,-27600.0,0.7846945
2011-07-05 00:00:00+00,SHORT,2437,0.8571428571428572,-0.06666239,1028880.0,0.71100914
2011-07-05 00:00:00+00,SHORT,712,0.0,-0.055016566,935017.0,0.8261026
2011-07-05 00:00:00+00,SHORT,1897,0.5217002066712788,-0.025853729,957615.0,0.7054299
2011-07-07 00:00:00+00,SHORT,4163,1.0,-0.015537689,153176.0,0.7669896
2011-07-07 00:00:00+00,SHORT,2261,1.0,-0.008792656,-5664.0,0.80878496
2011-07-07 00:00:00+00,SHORT,2352,0.44784070722255465,-0.01291778,259731.0,0.8407377
2011-07-07 00:00:00+00,SHORT,2747,0.7142857142857143,-0.028943248,-143000.0,0.6937136
2011-07-07 00:00:00+00,SHORT,2801,1.0,-0.0090493765,163800.0,0.8187941
2011-07-07 00:00:00+00,SHORT,2936,1.0,-0.02309124,1198164.0,0.69385165
2011-07-07 00:00:00+00,SHORT,988,1.0,-0.024593597,1315106.0,0.75177807
2011-07-07 00:00:00+00,SHORT,3203,0.8181818181818181,-0.023968136,75096.0,0.70095545
2011-07-07 00:00:00+00,SHORT,1734,0.0,-0.007190491,166000.0,0.74389786
2011-07-07 00:00:00+00,SHORT,1790,0.5738651010303724,-0.032450087,62676.0,0.78219825
2011-07-07 00:00:00+00,SHORT,1988,1.0,-0.022529377,228600.0,0.7409238
2011-07-08 00:00:00+00,SHORT,2066,0.9090909090909091,-0.026758749,1488670.0,0.7802151
2011-07-08 00:00:00+00,SHORT,4163,0.9285714285714286,-0.018336441,-31475.0,0.76486105
2011-07-08 00:00:00+00,SHORT,498,0.9,-0.029752664,314633.0,0.7087499
2011-07-08 00:00:00+00,SHORT,522,1.0,-0.028650565,300524.0,0.80797666
2011-07-08 00:00:00+00,SHORT,2778,0.9411764705882353,-0.013616666,-25594.0,0.8006352
2011-07-08 00:00:00+00,SHORT,3137,0.875,-0.02279479,230890.0,0.7303035
2011-07-08 00:00:00+00,SHORT,3218,1.0,-0.011713647,277400.0,0.809468
2011-07-08 00:00:00+00,SHORT,1297,0.8841022200978593,-0.015791476,140340.0,0.7019482
2011-07-08 00:00:00+00,SHORT,1360,1.0,-0.055542737,308354.0,0.7806958
2011-07-08 00:00:00+00,SHORT,1383,0.9,-0.06281953,1557824.0,0.75456053
2011-07-08 00:00:00+00,SHORT,3574,1.0,-0.01942236,-24148.0,0.75367326
2011-07-12 00:00:00+00,SHORT,1324,1.0,-0.02545719,-115225.0,0.8156832
2011-07-22 00:00:00+00,SHORT,1064,1.0,-0.06923464,352703.0,0.7716701
2011-07-22 00:00:00+00,SHORT,3447,1.0,-0.0018038924,45500.0,0.7178543
2011-07-25 00:00:00+00,SHORT,535,1.0,-0.019017514,94713.0,0.77638716
2011-07-25 00:00:00+00,SHORT,2619,0.0,-0.041838817,-74700.0,0.78093314
2011-07-26 00:00:00+00,SHORT,712,1.0,-0.003208523,-19290.0,0.7377963
2011-07-28 00:00:00+00,SHORT,3040,1.0,-0.028078757,1902792.0,0.79594934
2011-08-01 00:00:00+00,SHORT,266,0.4921029449772735,-0.02761204,551985.0,0.7405695
2011-08-01 00:00:00+00,SHORT,3148,1.0,-0.038867444,402450.0,0.7461703
2011-08-01 00:00:00+00,SHORT,1536,1.0,-0.0123913055,-7000.0,0.79253614
2011-09-01 00:00:00+00,SHORT,2761,1.0,-0.064811036,184515.0,0.7439108
2011-09-01 00:00:00+00,SHORT,796,1.0,-0.023824655,536634.0,0.6950104
2011-09-01 00:00:00+00,SHORT,3837,0.0,-0.056941964,-70650.0,0.6982163
2011-09-06 00:00:00+00,SHORT,629,1.0,-0.053581774,280670.0,0.8188318
2011-09-08 00:00:00+00,SHORT,3199,1.0,-0.020838657,762200.0,0.83339125
2011-09-08 00:00:00+00,SHORT,1483,1.0,0.0082594715,133215.0,0.86002445
2011-09-16 00:00:00+00,SHORT,3837,0.0,-0.076973535,191333.0,0.7333738
2011-09-19 00:00:00+00,SHORT,111,0.9285714285714286,-0.030359015,349142.0,0.72566867
2011-09-19 00:00:00+00,SHORT,406,0.2538244300795531,-0.020317372,112193.0,0.8274467
2011-09-20 00:00:00+00,SHORT,11,0.44466671700023314,-0.0027466782,-134400.0,0.71274596
2011-09-20 00:00:00+00,SHORT,3244,1.0,-0.019330924,-70855.0,0.730501
2011-09-20 00:00:00+00,SHORT,1383,0.0,-0.033161603,758420.0,0.7405508
2011-09-20 00:00:00+00,SHORT,3744,0.0,-0.03118829,538569.0,0.7699917
2011-10-14 00:00:00+00,SHORT,1896,0.5080880628650646,-0.017281793,-100625.0,0.710154
2011-10-25 00:00:00+00,SHORT,39,0.0,-0.025949161,528600.0,0.69134325
2011-10-27 00:00:00+00,SHORT,39,0.1294952122032569,-0.026854597,497700.0,0.7202278
2011-10-27 00:00:00+00,SHORT,2367,0.5858458560370713,-0.031007053,1812126.0,0.78254884
2011-10-27 00:00:00+00,SHORT,2396,0.5523549297801501,0.017295945,930336.0,0.7116585
2011-10-27 00:00:00+00,SHORT,1483,0.0,-0.022516504,-10330.0,0.716493
2011-10-28 00:00:00+00,SHORT,576,0.45320798481842356,-0.051424425,66000.0,0.76936543
2011-10-28 00:00:00+00,SHORT,1483,0.24493722455357964,-0.029719874,-104282.0,0.7163856
2011-10-31 00:00:00+00,SHORT,153,0.0,0.01425517,964140.0,0.7103081
2011-11-11 00:00:00+00,SHORT,1752,1.0,-0.010883398,1308457.0,0.75601023
2011-11-15 00:00:00+00,SHORT,4118,0.5279590769269163,-0.053094078,-152194.0,0.76914966
2011-11-15 00:00:00+00,SHORT,1752,0.8333333333333334,-0.044207685,461039.0,0.71665007
2011-11-16 00:00:00+00,SHORT,4118,0.43184158636795794,-0.062134907,229790.0,0.69434565
2011-12-06 00:00:00+00,SHORT,900,0.6184223963885499,-0.013293286,253400.0,0.70444
2011-12-06 00:00:00+00,SHORT,3078,0.29603882941296267,-0.027002914,108982.0,0.75424725
2011-12-06 00:00:00+00,SHORT,3127,0.18315305466252899,-0.028314207,155476.0,0.7729364
2011-12-07 00:00:00+00,SHORT,2452,0.0,-0.019644715,25752.0,0.7049334
2011-12-07 00:00:00+00,SHORT,3381,0.0,-0.040140882,179202.0,0.7430289
2011-12-09 00:00:00+00,SHORT,153,0.4245535699811169,-0.039279416,119900.0,0.7425589
2011-12-09 00:00:00+00,SHORT,401,0.0,-0.06114258,-219800.0,0.70414424
2011-12-09 00:00:00+00,SHORT,1298,0.4590589926791644,-0.031857256,-28365.0,0.693523
2011-12-13 00:00:00+00,SHORT,4112,0.0,-0.0557391,244006.0,0.80126023
2011-12-13 00:00:00+00,SHORT,1144,0.24341543000150417,-0.034751147,1059756.0,0.82584596
2011-12-23 00:00:00+00,SHORT,2665,0.2922080255960615,-0.006461023,948715.0,0.8534038
2011-12-27 00:00:00+00,SHORT,158,0.0,-0.029102786,279500.0,0.7268641
2012-01-03 00:00:00+00,SHORT,862,0.37915322319754863,-0.028317772,1017612.0,0.763685
2012-01-03 00:00:00+00,SHORT,934,1.0,-0.024490027,-67500.0,0.7089725
2012-01-03 00:00:00+00,SHORT,3053,0.12840433688551273,-0.027104381,-126304.0,0.7418161
2012-01-03 00:00:00+00,SHORT,3648,0.4014304857160169,5.062833E-4,53955.0,0.7479279
2012-01-03 00:00:00+00,SHORT,3831,0.0,-0.03163008,1057020.0,0.7146819
2012-01-04 00:00:00+00,SHORT,862,0.38512661577440765,-0.030324453,336962.0,0.845793
2012-01-04 00:00:00+00,SHORT,3831,0.0,-0.037287686,552977.0,0.7122055
2012-01-10 00:00:00+00,SHORT,2061,0.2680584685618178,-0.009811948,533757.0,0.8010966
2012-01-11 00:00:00+00,SHORT,2061,0.06651923828417533,-0.04120957,-100598.0,0.8017285
2012-01-12 00:00:00+00,SHORT,1396,0.0,-0.024832143,-792.0,0.7537277
2012-01-17 00:00:00+00,SHORT,1360,0.3422822523266271,-0.019473068,-224868.0,0.71915364
2012-01-18 00:00:00+00,SHORT,791,0.3214072830859379,-0.021791423,1241000.0,0.8266693
2012-01-19 00:00:00+00,SHORT,881,0.0,-0.064620115,913915.0,0.831257
2012-01-20 00:00:00+00,SHORT,3695,0.22333189909729423,-0.051204067,489003.0,0.72315365
2012-01-23 00:00:00+00,SHORT,2298,0.0,-0.060676392,4143.0,0.75131094
2012-01-23 00:00:00+00,SHORT,562,0.3633312052662995,-0.004259113,-182604.0,0.69625676
2012-01-23 00:00:00+00,SHORT,3271,0.4602473100044406,-0.047795203,-151627.0,0.83470154
2012-01-24 00:00:00+00,SHORT,2430,0.33339935178228586,-0.050151344,-196380.0,0.8351768
2012-01-25 00:00:00+00,SHORT,2430,0.0,-0.06443741,70465.0,0.7261205
2012-01-25 00:00:00+00,SHORT,900,0.0,-0.04365478,880400.0,0.75427604
2012-01-26 00:00:00+00,SHORT,131,0.0,-0.07043477,751553.0,0.70900553
2012-01-26 00:00:00+00,SHORT,2990,0.0,-0.07713096,854809.0,0.732356
2012-01-26 00:00:00+00,SHORT,3677,0.6488185881635748,-0.07410767,715752.0,0.71882343
2012-01-27 00:00:00+00,SHORT,131,0.0,-0.068241894,832113.0,0.707605
2012-02-02 00:00:00+00,SHORT,4137,0.0,-0.04522332,186787.0,0.80086005
2012-02-02 00:00:00+00,SHORT,1483,0.6449416025793038,-0.0456901,-23001.0,0.70212513
2012-02-03 00:00:00+00,SHORT,874,1.0,-0.05287726,1330665.0,0.73047227
2012-02-03 00:00:00+00,SHORT,3236,0.45898638681030984,-0.05500716,1768099.0,0.7283
2012-02-03 00:00:00+00,SHORT,3793,1.0,-0.049310178,1312503.0,0.7970388
2012-02-06 00:00:00+00,SHORT,3793,0.8,-0.06375412,433260.0,0.7446972
2012-02-06 00:00:00+00,SHORT,3947,0.7302125897212999,-0.039611526,1016130.0,0.69498545
2012-02-13 00:00:00+00,SHORT,2340,1.0,-0.04380889,887108.0,0.7402012
2012-02-13 00:00:00+00,SHORT,3199,1.0,-0.028782705,1826100.0,0.8539031
2012-02-16 00:00:00+00,SHORT,3686,0.0,-0.031003105,339352.0,0.75098234
2012-02-17 00:00:00+00,SHORT,2504,0.8,-0.067465134,183509.0,0.7422509
2012-02-17 00:00:00+00,SHORT,3828,0.10669944894140745,-0.02720442,214548.0,0.86479455
2012-02-21 00:00:00+00,SHORT,1762,0.33714459652733086,-0.040036794,229190.0,0.6954387
2012-02-22 00:00:00+00,SHORT,3915,0.0,0.005064329,975500.0,0.7459079
2012-02-23 00:00:00+00,SHORT,50,0.3637848718294905,-0.011317286,154578.0,0.70299476
2012-02-23 00:00:00+00,SHORT,1306,0.0,-0.04522042,-128208.0,0.7073818
2012-02-24 00:00:00+00,SHORT,1306,0.0,-0.049559403,-95506.0,0.80513585
2012-02-27 00:00:00+00,SHORT,3790,0.21795329013027837,0.0028063857,357068.0,0.78453416
2012-02-28 00:00:00+00,SHORT,2670,0.8229689959703654,-0.046198044,13340.0,0.8596534
2012-02-28 00:00:00+00,SHORT,1803,0.6953571455521385,-0.019655284,261414.0,0.7047369
2012-03-01 00:00:00+00,SHORT,2107,0.6573220215587682,-0.025408424,616299.0,0.70111024
2012-03-01 00:00:00+00,SHORT,3519,0.3545674227147207,-0.02041035,1177437.0,0.7159851
2012-03-02 00:00:00+00,SHORT,2437,0.4732270955422375,-0.03238747,-24308.0,0.7426409
2012-03-02 00:00:00+00,SHORT,3519,0.2673129542951724,-0.021732796,197015.0,0.7039848
2012-03-05 00:00:00+00,SHORT,3078,0.16924045804552504,-0.028048882,161604.0,0.71977663
2012-03-16 00:00:00+00,SHORT,1396,0.9,-0.057987034,178.0,0.6991586
2012-03-20 00:00:00+00,SHORT,817,0.5296725013476105,-0.0575394,1751993.0,0.7269014
2012-03-20 00:00:00+00,SHORT,975,0.43108764496636565,-0.015063085,660800.0,0.7941609
2012-03-20 00:00:00+00,SHORT,3286,0.2735185936341474,-0.019358343,188529.0,0.7097311
2012-03-20 00:00:00+00,SHORT,1434,0.6299990357098015,-0.045379013,162191.0,0.863148
2012-03-21 00:00:00+00,SHORT,4172,0.5011797368332354,-0.04730562,1825227.0,0.78897697
2012-03-21 00:00:00+00,SHORT,817,0.41437420111192097,-0.06995394,-162660.0,0.71472156
2012-03-21 00:00:00+00,SHORT,3436,0.3465635420629414,-0.0060017924,564889.0,0.7495464
2012-03-21 00:00:00+00,SHORT,1434,0.6,-0.048863206,1953508.0,0.8503505
2012-03-23 00:00:00+00,SHORT,3198,0.0,-0.027373288,-45098.0,0.75269157
2012-03-26 00:00:00+00,SHORT,3198,0.0,-0.024957258,56776.0,0.7731621
2012-03-27 00:00:00+00,SHORT,2830,0.2884251406286135,-0.015038204,55456.0,0.7446798
2012-03-30 00:00:00+00,SHORT,3049,0.6646901598382404,-0.0050262087,1642921.0,0.7716117
2012-04-02 00:00:00+00,SHORT,3049,0.8009263567536126,-0.04007304,428154.0,0.6958486
2012-04-03 00:00:00+00,SHORT,3049,0.790958164265254,-0.0642385,507281.0,0.7115122
2012-04-03 00:00:00+00,SHORT,3310,0.62890819591457,-0.016161425,395895.0,0.7440915
2012-04-05 00:00:00+00,SHORT,158,1.0,-0.044889957,1375900.0,0.75260645
2012-04-25 00:00:00+00,SHORT,1631,0.4485073898726194,-0.03178321,951000.0,0.7191142
2012-04-27 00:00:00+00,SHORT,167,0.3569739399279965,-0.03203264,-9200.0,0.8406503
2012-04-27 00:00:00+00,SHORT,710,0.31159832052184855,-0.010624847,1545691.0,0.7749636
2012-04-27 00:00:00+00,SHORT,3199,0.6531520029093888,0.008023407,334400.0,0.6907186
2012-04-27 00:00:00+00,SHORT,3486,0.5943571769039194,-0.023379425,1717030.0,0.69622916
2012-04-30 00:00:00+00,SHORT,710,0.23024939887276488,-0.016985867,897535.0,0.74579597
2012-05-01 00:00:00+00,SHORT,2703,0.6499835182233844,-0.03444592,689137.0,0.837467
2012-05-01 00:00:00+00,SHORT,1004,0.45759216275959197,-0.0075667957,170704.0,0.72792405
2012-05-01 00:00:00+00,SHORT,1262,0.7387067019899508,-0.010912034,167584.0,0.7110315
2012-05-01 00:00:00+00,SHORT,1300,0.690768855301694,-6.383801E-4,1680196.0,0.7120528
2012-05-01 00:00:00+00,SHORT,3841,1.0,-0.004332158,640186.0,0.690785
2012-05-02 00:00:00+00,SHORT,641,0.5267183648593673,-0.02473201,-94950.0,0.7807114
2012-05-02 00:00:00+00,SHORT,3841,0.9333333333333333,-0.018591804,1340687.0,0.7044884
2012-05-03 00:00:00+00,SHORT,2061,0.7647058823529411,-0.058152836,182021.0,0.7022845
2012-05-03 00:00:00+00,SHORT,395,0.36076326584408036,-0.021094283,1136625.0,0.789738
2012-05-03 00:00:00+00,SHORT,675,0.6208925001275357,-0.03403883,975706.0,0.71260923
2012-05-03 00:00:00+00,SHORT,3255,0.5277323824532197,-0.043532223,95438.0,0.7558199
2012-05-07 00:00:00+00,SHORT,675,0.45794422193702927,-0.058571674,513844.0,0.7482024
2012-05-07 00:00:00+00,SHORT,3130,0.2903592622933596,-0.022091698,723047.0,0.80907404
2012-05-08 00:00:00+00,SHORT,3130,0.26047461947947154,-0.03619062,407732.0,0.7242924
2012-05-09 00:00:00+00,SHORT,4231,1.0,-0.03058198,559615.0,0.7630782
2012-05-10 00:00:00+00,SHORT,788,0.2561765280041097,0.0052786362,75800.0,0.716587
2012-05-11 00:00:00+00,SHORT,397,0.5696938291026936,-0.0071310448,261524.0,0.7234769
2012-05-11 00:00:00+00,SHORT,788,0.32203530455683804,-0.014123974,209800.0,0.78324467
2012-05-11 00:00:00+00,SHORT,3198,0.270599756271161,-0.03131398,693231.0,0.8499799
2012-06-06 00:00:00+00,SHORT,629,0.8355499870243521,-0.025640797,85451.0,0.7110747
2012-06-19 00:00:00+00,SHORT,2064,0.818774374971067,-0.0127761215,251260.0,0.8365697
2012-06-19 00:00:00+00,SHORT,4194,1.0,-0.015754081,240217.0,0.80323476
2012-06-19 00:00:00+00,SHORT,3013,0.32285746278796695,-0.013255286,-136931.0,0.7366297
2012-06-20 00:00:00+00,SHORT,2105,0.43055134181160226,-0.03136261,-108385.0,0.7059547
2012-06-20 00:00:00+00,SHORT,2297,0.0,-0.041030806,-93880.0,0.6962934
2012-06-20 00:00:00+00,SHORT,714,0.4973153610328588,-0.028953223,452548.0,0.75121325
2012-07-06 00:00:00+00,SHORT,2213,0.0,-0.02218916,175134.0,0.7746742
2012-07-09 00:00:00+00,SHORT,2213,0.0,-0.027872698,46638.0,0.75274926
2012-07-19 00:00:00+00,SHORT,2870,0.6716093280172081,-0.0802279,1173100.0,0.7198524
2012-07-27 00:00:00+00,SHORT,3116,0.5675939704271831,-0.0049562114,-149104.0,0.7412085
2012-08-09 00:00:00+00,SHORT,1,0.35206195016643055,-0.019978644,364040.0,0.7957531
2012-08-09 00:00:00+00,SHORT,4172,1.0,-0.056643665,757935.0,0.7917532
2012-08-16 00:00:00+00,SHORT,3596,0.0,-0.078420565,47555.0,0.771812
2012-08-16 00:00:00+00,SHORT,1610,0.423092679908281,-0.04296227,1092204.0,0.72732574
2012-08-17 00:00:00+00,SHORT,4197,0.5923218677279667,-0.04257486,153727.0,0.74035114
2012-08-17 00:00:00+00,SHORT,2770,0.0,-0.021291364,-106300.0,0.70588785
2012-08-20 00:00:00+00,SHORT,3013,0.4443999016235296,-0.036779184,-109117.0,0.80204356
2012-08-20 00:00:00+00,SHORT,1195,1.0,-0.04739434,-140456.0,0.7299418
2012-08-20 00:00:00+00,SHORT,3791,0.3608204846298167,-0.031659957,-600.0,0.7259273
