time,side,ticker_id,mv_dn_composite_labels,dist_lower_bb_20_2.5_df055,price_drift_1_df005,dist_upper_bb_50_2.5_df055
2005-06-21 00:00:00+00,SHORT,2993,0.0,-0.19439483,0.006593934,-0.013743434
2005-06-21 00:00:00+00,SHORT,1330,0.0,-0.046231154,0.008695652,-0.020937856
2005-06-21 00:00:00+00,SHORT,1819,0.0,-0.07274208,-0.0031713508,-0.012387279
2005-06-21 00:00:00+00,SHORT,3882,0.875,-0.18277685,-0.006312467,-0.016956696
2005-06-21 00:00:00+00,SHORT,4062,0.0,-0.15240419,0.010468821,0.0083228275
2005-06-22 00:00:00+00,SHORT,4128,0.0,-0.05769896,0.0053533786,-0.020440912
2005-06-22 00:00:00+00,SHORT,413,0.4835819727063172,-0.03854309,-2.1240441E-4,-0.013717192
2005-06-22 00:00:00+00,SHORT,730,0.0,-0.051214833,-6.963788E-4,-0.011812816
2005-06-22 00:00:00+00,SHORT,2993,0.0,-0.18556406,-0.001071939,-0.022224857
2005-06-22 00:00:00+00,SHORT,1330,0.0,-0.039242472,-0.0069941445,-0.022589585
2005-06-22 00:00:00+00,SHORT,1819,0.0,-0.07381367,0.0,-0.013062751
2005-06-22 00:00:00+00,SHORT,3882,0.8,-0.18836553,0.0047644256,-0.01508717
2005-06-22 00:00:00+00,SHORT,4062,0.0,-0.14783552,-0.0045045046,-0.0017207401
2005-06-23 00:00:00+00,SHORT,2176,0.6969690877519389,-0.07725176,0.0064014634,-0.010588145
2005-06-23 00:00:00+00,SHORT,2659,0.49953553852255733,-0.13331723,0.007942723,-0.02314829
2005-06-23 00:00:00+00,SHORT,2971,0.8795418168727182,-0.0635112,0.0038197283,-0.019331357
2005-06-23 00:00:00+00,SHORT,1816,0.17399030173167704,-0.08383081,-0.0063978285,-0.011003364
2005-06-23 00:00:00+00,SHORT,1819,0.0,-0.06423199,-0.008487382,-0.022080705
2005-06-23 00:00:00+00,SHORT,2006,0.34561637383817523,-0.12789117,0.0068649887,-0.01801677
2005-06-24 00:00:00+00,SHORT,2176,0.6288375113184342,-0.059088837,-0.009995457,-0.023515332
