time,side,ticker_id,mv_dn_composite_labels,price_drift_1_df005,dist_upper_bb_20_2.0_df055
2006-07-03 00:00:00+00,SHORT,2670,0.4428191445552143,0.025531914,0.0014715495
2006-07-03 00:00:00+00,SHORT,2731,0.572107092901221,0.031152073,0.0030812016
2006-07-03 00:00:00+00,SHORT,2801,1.0,0.030853622,0.005889232
2006-07-03 00:00:00+00,SHORT,2816,0.8804990373323587,0.028353326,0.022674222
2006-07-03 00:00:00+00,SHORT,3255,0.5547934906781821,0.03088392,0.02795197
2006-07-03 00:00:00+00,SHORT,3283,0.0,0.022434719,0.0053388188
2006-07-06 00:00:00+00,SHORT,602,0.23719815240884878,0.027364204,0.003244533
2006-07-10 00:00:00+00,SHORT,1869,0.32882227255706825,0.020797227,0.0031389461
2006-07-11 00:00:00+00,SHORT,401,0.2917416526764928,0.020422371,0.001106106
2006-07-19 00:00:00+00,SHORT,1356,0.2930022492361964,0.025116704,6.005854E-4
2006-07-28 00:00:00+00,SHORT,2105,0.848458011356081,0.03200422,0.011048873
2006-07-28 00:00:00+00,SHORT,2479,0.3104861812787987,0.023393985,0.004071598
2006-07-31 00:00:00+00,SHORT,1280,1.0,0.029003609,3.4631128E-4
2006-07-31 00:00:00+00,SHORT,2018,0.4223868431707915,0.021934142,0.02257428
2006-08-02 00:00:00+00,SHORT,629,1.0,0.031145345,0.0156819
2006-08-02 00:00:00+00,SHORT,3283,0.582194163424432,0.024011299,0.010203772
2006-08-04 00:00:00+00,SHORT,3130,0.339455424285892,0.026620371,0.01921961
2006-08-04 00:00:00+00,SHORT,3882,0.0,0.029562982,0.0064243446
2006-08-10 00:00:00+00,SHORT,1236,0.2418620700640903,0.026052631,0.014498633
2006-08-10 00:00:00+00,SHORT,1919,0.24783162825318306,0.02420882,0.012396248
2006-08-16 00:00:00+00,SHORT,3915,0.0,0.025841346,0.020332871
2006-08-17 00:00:00+00,SHORT,2613,0.0,0.020847574,0.010610817
2006-08-17 00:00:00+00,SHORT,3818,1.0,0.03269814,0.0042424486
2006-08-30 00:00:00+00,SHORT,2479,0.0,0.021705426,0.0014972057
2006-09-01 00:00:00+00,SHORT,559,0.566012212305337,0.02635769,0.0017379369
2006-09-01 00:00:00+00,SHORT,3124,0.0,0.024819896,0.008860733
2006-09-05 00:00:00+00,SHORT,796,1.0,0.030650444,0.009458096
2006-09-05 00:00:00+00,SHORT,817,0.0,0.031241655,0.0067002214
2006-09-05 00:00:00+00,SHORT,3595,1.0,0.03010279,0.0046349396
2006-09-05 00:00:00+00,SHORT,1762,0.0,0.022092825,0.0015701922
2006-09-15 00:00:00+00,SHORT,2815,0.2556719699097932,0.027371101,0.010393949
2006-09-18 00:00:00+00,SHORT,335,0.0,0.033497382,0.017122816
2006-09-18 00:00:00+00,SHORT,2835,0.41616212923140333,0.02047244,0.008394291
2006-09-18 00:00:00+00,SHORT,1022,0.0,0.033437077,0.009969933
2006-09-20 00:00:00+00,SHORT,4118,0.0,0.031608306,0.0148125235
2006-09-20 00:00:00+00,SHORT,1064,0.6900325020529633,0.03367877,0.024291603
2006-09-29 00:00:00+00,SHORT,3124,0.26962575702596664,0.021276858,0.0036512478
2006-10-06 00:00:00+00,SHORT,2350,0.0,0.035266567,0.010782168
2006-10-12 00:00:00+00,SHORT,2993,0.5461433815677839,0.025671642,0.004249265
2006-10-16 00:00:00+00,SHORT,1762,0.0,0.02031503,0.011952872
2006-10-16 00:00:00+00,SHORT,3897,0.0,0.025806451,0.0072740996
2006-10-18 00:00:00+00,SHORT,2105,0.6081100579798794,0.020457536,0.0065427716
2006-10-23 00:00:00+00,SHORT,157,1.0,0.028861694,0.005900708
2006-10-26 00:00:00+00,SHORT,69,1.0,0.02757732,0.01733821
2006-10-27 00:00:00+00,SHORT,1949,0.0,0.020879121,0.019675802
2006-11-06 00:00:00+00,SHORT,610,0.6479132290240756,0.029878048,0.008800556
2006-11-06 00:00:00+00,SHORT,3433,0.4262992694799883,0.022065584,0.012001669
2006-11-06 00:00:00+00,SHORT,1615,0.15092519897545437,0.035731304,0.008809621
2006-11-14 00:00:00+00,SHORT,183,0.0,0.022099448,0.01452834
2006-11-14 00:00:00+00,SHORT,3754,0.0,0.03259431,0.0013524544
2006-11-15 00:00:00+00,SHORT,3837,0.0,0.032386363,0.03706838
2006-11-16 00:00:00+00,SHORT,4171,0.13951354530982407,0.033260632,0.019904008
2006-11-16 00:00:00+00,SHORT,1762,0.296164808532578,0.035670854,0.0076951208
2006-11-22 00:00:00+00,SHORT,2686,0.7249959119578722,0.026057031,0.017120635
2006-11-22 00:00:00+00,SHORT,1069,0.5355472866515736,0.029600084,0.031916082
2006-11-28 00:00:00+00,SHORT,1807,1.0,0.023186682,0.02000858
2006-12-04 00:00:00+00,SHORT,2345,0.21316198855737942,0.029934924,0.019185534
2006-12-04 00:00:00+00,SHORT,1610,0.6948317869558945,0.020495618,0.0044429647
2006-12-05 00:00:00+00,SHORT,4164,0.8001703077418629,0.026382979,0.005735363
2006-12-05 00:00:00+00,SHORT,974,0.6817275854836542,0.033931695,0.003193957
2006-12-06 00:00:00+00,SHORT,502,0.34036541495463496,0.03137223,0.00464329
2006-12-08 00:00:00+00,SHORT,2816,0.6767255109721748,0.026522813,0.0072222236
2006-12-15 00:00:00+00,SHORT,4169,0.0602603875805867,0.03511579,0.025257297
2007-01-11 00:00:00+00,SHORT,502,1.0,0.02476369,0.009093225
2007-01-16 00:00:00+00,SHORT,2327,0.5502610916870764,0.021578299,0.009700426
2007-01-16 00:00:00+00,SHORT,938,0.0,0.020744931,0.00510651
2007-01-16 00:00:00+00,SHORT,1303,1.0,0.030169243,0.008992813
2007-01-16 00:00:00+00,SHORT,3862,0.8600708744875786,0.020933015,0.005301206
2007-01-17 00:00:00+00,SHORT,3818,0.43334536937066537,0.026138453,-1.2290693E-4
2007-01-23 00:00:00+00,SHORT,2710,0.6779372448048984,0.031088082,0.0029976948
2007-01-24 00:00:00+00,SHORT,1803,1.0,0.024193548,0.001286798
2007-01-24 00:00:00+00,SHORT,3897,0.7775848641161915,0.027247956,0.02549335
2007-01-30 00:00:00+00,SHORT,3677,1.0,0.026033059,0.021884518
2007-02-01 00:00:00+00,SHORT,1012,0.5253474460847775,0.021816686,0.0045552235
2007-02-02 00:00:00+00,SHORT,2106,0.7061349971124798,0.019981667,1.7614926E-4
2007-02-02 00:00:00+00,SHORT,3773,1.0,0.035745677,0.011271999
2007-02-05 00:00:00+00,SHORT,3994,1.0,0.020022668,0.020175664
2007-02-08 00:00:00+00,SHORT,2365,0.3825042526581079,0.021543678,0.013353791
2007-02-09 00:00:00+00,SHORT,2613,1.0,0.027340515,0.024849344
2007-02-09 00:00:00+00,SHORT,1377,0.49298666888653836,0.021052632,0.0019637651
2007-02-14 00:00:00+00,SHORT,602,0.36209994703710063,0.028353948,0.016360924
2007-02-14 00:00:00+00,SHORT,3513,0.1741273250967,0.035021476,0.015404491
2007-02-20 00:00:00+00,SHORT,4150,0.18762663144542047,0.033399943,0.0035690505
2007-02-20 00:00:00+00,SHORT,1185,0.0,0.035792843,0.005649309
2007-02-20 00:00:00+00,SHORT,3716,0.4488100463075549,0.02241297,0.006212457
2007-02-21 00:00:00+00,SHORT,394,0.4128999744871567,0.026442308,0.02155557
2007-02-22 00:00:00+00,SHORT,1423,0.7815391865309816,0.033697512,0.0127027705
2007-02-23 00:00:00+00,SHORT,2670,1.0,0.03066141,0.014359409
2007-02-23 00:00:00+00,SHORT,753,0.21773872475492467,0.02115583,0.0042798426
2007-02-26 00:00:00+00,SHORT,2548,0.5142911365111423,0.03477921,0.013770344
2007-02-26 00:00:00+00,SHORT,817,0.0,0.027476255,0.017553005
2007-02-26 00:00:00+00,SHORT,1063,0.0,0.035443038,0.011901197
2007-02-26 00:00:00+00,SHORT,1235,0.0,0.023206301,0.009368772
2007-02-26 00:00:00+00,SHORT,1404,0.0,0.033550326,0.012744719
2007-02-26 00:00:00+00,SHORT,1919,1.0,0.02462336,0.016133346
2007-03-06 00:00:00+00,SHORT,1235,0.03692938811795973,0.020248892,0.004780524
2007-03-20 00:00:00+00,SHORT,1411,0.0,0.020934992,0.0033059532
2007-03-22 00:00:00+00,SHORT,522,0.0,0.023712486,0.010584982
2007-04-03 00:00:00+00,SHORT,3915,0.826275769128708,0.026815642,0.0024079976
2007-04-09 00:00:00+00,SHORT,517,0.19091741866602552,0.027533945,5.809147E-4
2007-04-18 00:00:00+00,SHORT,2327,0.5465917627407906,0.030263158,0.0076417024
2007-04-20 00:00:00+00,SHORT,440,0.19157291049120023,0.025507908,0.0015121314
2007-04-23 00:00:00+00,SHORT,2613,0.19690878243001575,0.028313627,0.015876446
2007-04-24 00:00:00+00,SHORT,898,1.0,0.024168901,0.011048235
2007-04-25 00:00:00+00,SHORT,2801,1.0,0.027537128,0.015332929
2007-04-26 00:00:00+00,SHORT,2993,0.732683695430727,0.03297491,3.0218755E-4
2007-04-26 00:00:00+00,SHORT,3645,0.3749061332490271,0.035522386,0.009350074
2007-05-01 00:00:00+00,SHORT,1700,0.0,0.020278398,0.00650984
2007-05-04 00:00:00+00,SHORT,2050,0.3719190360956067,0.031746034,0.019736463
2007-05-07 00:00:00+00,SHORT,4137,0.3806568339898254,0.034195162,0.017621739
2007-05-08 00:00:00+00,SHORT,522,1.0,0.024144547,0.024838971
2007-05-08 00:00:00+00,SHORT,959,1.0,0.019777058,0.004178422
2007-05-15 00:00:00+00,SHORT,1377,0.08325595360512315,0.022962112,0.017267942
2007-06-01 00:00:00+00,SHORT,588,0.08814598688964781,0.025833333,0.012353776
2007-06-01 00:00:00+00,SHORT,2731,0.28554841214311116,0.02531833,0.0120734535
2007-06-01 00:00:00+00,SHORT,960,0.03178855748000203,0.026723186,0.0025690931
2007-06-01 00:00:00+00,SHORT,3915,1.0,0.019939804,0.004935265
2007-06-04 00:00:00+00,SHORT,857,0.49959674974315255,0.020484539,0.004133282
2007-06-05 00:00:00+00,SHORT,502,0.0,0.020675322,0.005893028
2007-06-15 00:00:00+00,SHORT,712,1.0,0.03422619,0.009612613
2007-06-21 00:00:00+00,SHORT,3699,0.8221744457256936,0.032731377,0.017558938
2007-07-06 00:00:00+00,SHORT,3677,0.7310252937677548,0.024968212,0.030747017
2007-07-12 00:00:00+00,SHORT,2285,0.7036731868351563,0.021486439,0.01353554
2007-07-12 00:00:00+00,SHORT,3851,1.0,0.026498042,0.0039924765
2007-07-13 00:00:00+00,SHORT,2896,1.0,0.029959448,0.017724546
2007-07-13 00:00:00+00,SHORT,874,1.0,0.03430484,0.006645535
2007-07-16 00:00:00+00,SHORT,2370,1.0,0.025254428,0.018675469
2007-07-17 00:00:00+00,SHORT,3802,0.5621904673222936,0.023544678,0.005457204
2007-07-17 00:00:00+00,SHORT,1767,0.0,0.021562405,0.011438439
2007-07-19 00:00:00+00,SHORT,713,1.0,0.03189066,0.012317777
2007-07-19 00:00:00+00,SHORT,870,0.5232169776264163,0.028052246,0.014877048
2007-07-23 00:00:00+00,SHORT,1740,1.0,0.031993438,0.02267098
2007-07-23 00:00:00+00,SHORT,3855,0.8823529411764706,0.025326798,0.01771426
2007-07-25 00:00:00+00,SHORT,2262,0.5089071797191188,0.022214448,0.010509559
2007-07-25 00:00:00+00,SHORT,411,0.7154170723668628,0.033044316,0.0026765354
2007-07-25 00:00:00+00,SHORT,2527,0.5155431951506521,0.0320959,0.014924946
2007-07-25 00:00:00+00,SHORT,2830,0.875,0.025837857,0.0043662568
2007-07-25 00:00:00+00,SHORT,1585,1.0,0.034744706,0.011147297
2007-08-01 00:00:00+00,SHORT,2815,1.0,0.025512757,0.011901524
2007-08-01 00:00:00+00,SHORT,3287,0.8888888888888888,0.027856026,0.0054303133
2007-08-06 00:00:00+00,SHORT,1108,0.6992498496326582,0.03191777,0.017447542
2007-08-08 00:00:00+00,SHORT,101,0.3403971602337953,0.020071685,0.010102304
2007-08-08 00:00:00+00,SHORT,594,1.0,0.019600727,0.018713906
2007-08-08 00:00:00+00,SHORT,1039,0.7353667370328865,0.020728292,-9.464571E-5
2007-08-08 00:00:00+00,SHORT,3694,0.0,0.020335285,0.0033543215
2007-08-08 00:00:00+00,SHORT,1700,0.0,0.03585578,0.0077483077
2007-08-08 00:00:00+00,SHORT,4034,0.0,0.021491112,0.02085711
