time,side,ticker_id,mv_up_composite_labels,dist_lower_bb_20_2.0_df055,dist_lower_bb_50_2.0_df055,joint_fall_flag_5_20_df042
2005-03-23 00:00:00+00,LONG,1916,0.7619047619047619,-0.01938611,-0.011156618,0.0
2005-03-23 00:00:00+00,LONG,2006,0.27649871240684754,-0.070768826,-0.01507257,0.0
2005-03-24 00:00:00+00,LONG,4197,0.3158809685500358,-0.020448402,-0.009498653,0.0
2005-03-24 00:00:00+00,LONG,3148,0.0,-0.023159102,-0.011826034,0.0
2005-03-24 00:00:00+00,LONG,1916,0.5662058427637705,-0.019870484,-0.015485325,0.0
2005-03-28 00:00:00+00,LONG,4197,0.28713933414730947,-0.02255565,-0.011770516,0.0
2005-03-28 00:00:00+00,LONG,1916,0.6666666666666667,-0.0185192,-0.01810766,0.0
2005-03-29 00:00:00+00,LONG,4197,0.22303127367648398,-0.03146033,-0.021074213,0.0
2005-03-30 00:00:00+00,LONG,84,0.9791666666666666,-0.029245047,-0.00828324,0.0
2005-03-30 00:00:00+00,LONG,2543,0.6346731595643297,-0.021594455,-0.007806426,0.0
2005-03-30 00:00:00+00,LONG,1916,0.4382024765748115,-0.015035449,-0.0144515205,0.0
2005-03-31 00:00:00+00,LONG,4176,0.9130434782608696,-0.036374424,-0.01763791,0.0
2005-03-31 00:00:00+00,LONG,84,0.9583333333333334,-0.039140753,-0.019354489,0.0
2005-03-31 00:00:00+00,LONG,2543,0.5120361008074076,-0.024325268,-0.01081755,0.0
2005-03-31 00:00:00+00,LONG,2778,0.3218555042597854,-0.028375816,-0.019096334,0.0
2005-04-01 00:00:00+00,LONG,84,0.9375,-0.039805565,-0.021246493,0.0
2005-04-01 00:00:00+00,LONG,2352,0.5059589702386874,-0.04224315,-0.019201746,0.0
2005-04-01 00:00:00+00,LONG,2543,0.536642501859308,-0.024580829,-0.0116383005,0.0
2005-04-01 00:00:00+00,LONG,2778,0.34519732884232185,-0.027177751,-0.016748184,0.0
2005-04-04 00:00:00+00,LONG,4176,0.8260869565217391,-0.034597866,-0.01849889,0.0
2005-04-04 00:00:00+00,LONG,2129,0.47502413317518705,-0.018042946,-0.020092009,0.0
2005-04-04 00:00:00+00,LONG,2352,0.51398317357865,-0.039336894,-0.018898387,0.0
2005-04-04 00:00:00+00,LONG,370,1.0,-0.022021687,-0.014566746,0.0
2005-04-04 00:00:00+00,LONG,2543,0.440382561017857,-0.030556628,-0.018694244,0.0
2005-04-04 00:00:00+00,LONG,2778,0.35248800804034625,-0.028007127,-0.01978319,0.0
2005-04-04 00:00:00+00,LONG,4013,1.0,-0.02376152,-0.019590778,0.0
2005-04-05 00:00:00+00,LONG,4223,0.4381656969002131,-0.023159875,-0.011864019,0.0
2005-04-05 00:00:00+00,LONG,370,0.972972972972973,-0.018523421,-0.015756262,0.0
2005-04-05 00:00:00+00,LONG,2751,0.5634195902398978,-0.025588863,-0.012538501,0.0
2005-04-05 00:00:00+00,LONG,1324,0.9736842105263158,-0.03445213,-0.013357553,0.0
2005-04-06 00:00:00+00,LONG,4176,0.7391304347826086,-0.03136796,-0.020735936,0.0
2005-04-06 00:00:00+00,LONG,4223,0.39407155376626163,-0.029007347,-0.01710984,0.0
2005-04-06 00:00:00+00,LONG,270,0.6366382507931319,-0.024528537,-0.011619591,0.0
2005-04-06 00:00:00+00,LONG,1324,0.9473684210526316,-0.03519623,-0.017708046,0.0
2005-04-06 00:00:00+00,LONG,3872,0.8,-0.036136646,-0.01010122,0.0
2005-04-07 00:00:00+00,LONG,270,0.6098256879607067,-0.0319888,-0.019888,0.0
2005-04-07 00:00:00+00,LONG,2751,0.0,-0.031952955,-0.021216532,0.0
2005-04-08 00:00:00+00,LONG,4223,0.43752069531296117,-0.0300522,-0.019960208,0.0
2005-04-08 00:00:00+00,LONG,270,0.5984907203095791,-0.028512664,-0.018107146,0.0
2005-04-08 00:00:00+00,LONG,3872,0.7555555555555555,-0.04371948,-0.020284504,0.0
2005-04-12 00:00:00+00,LONG,2898,0.5909090909090908,-0.036586653,-0.019724526,0.0
2005-04-14 00:00:00+00,LONG,3872,0.6666666666666666,-0.02280792,-0.01639329,0.0
2005-04-15 00:00:00+00,LONG,2116,0.6129032258064516,-0.036743864,-0.021284329,0.0
